handle,page_id,year,total_posts,total_likes,total_shares,total_comments
50pluspartij,1552684,2011,1,2,0,0
50pluspartij,1552684,2012,65,1029,117,304
50pluspartij,1552684,2013,165,4037,628,1228
50pluspartij,1552684,2014,233,5656,1019,1461
50pluspartij,1552684,2015,268,16628,5774,4546
50pluspartij,1552684,2016,164,5124,1764,1543
50pluspartij,1552684,2017,372,24104,9807,9510
50pluspartij,1552684,2018,251,12827,9643,8568
50pluspartij,1552684,2019,232,16510,14422,12274
50pluspartij,1552684,2020,356,12803,8347,10322
50pluspartij,1552684,2021,223,5795,2569,9332
abv.alternativa,11959486,2014,155,4495,862,180
abv.alternativa,11959486,2015,532,1631,86,27
abv.alternativa,11959486,2016,598,1592,408,50
abv.alternativa,11959486,2017,566,7327,1408,126
abv.alternativa,11959486,2019,33,373,179,9
abv.alternativa,11959486,2020,1301,17606,4505,1558
ahazapartja,12065176,2013,14,60,138,0
ahazapartja,12065176,2014,718,40147,36372,3398
ahazapartja,12065176,2015,399,22781,32819,1502
ahazapartja,12065176,2016,319,7533,14873,550
ahazapartja,12065176,2017,382,8285,13167,550
ahazapartja,12065176,2018,243,6947,16989,930
ahazapartja,12065176,2019,313,7190,15267,875
ahazapartja,12065176,2020,282,3285,6498,267
ahazapartja,12065176,2021,32,178,138,51
ahorapodemos,303501,2014,1658,8237337,2364916,799415
ahorapodemos,303501,2015,1819,10343466,3700440,967407
ahorapodemos,303501,2016,1452,4146660,2519187,665499
ahorapodemos,303501,2017,2582,3640254,4140631,943924
ahorapodemos,303501,2018,3117,4204368,4636511,1102327
ahorapodemos,303501,2019,2216,3692969,3392248,1137969
ahorapodemos,303501,2020,4302,11421479,6446814,4008891
akcijamladih,14473604,2011,91,591,59,41
akcijamladih,14473604,2012,127,626,200,81
akcijamladih,14473604,2013,129,1045,344,122
akcijamladih,14473604,2014,154,1608,375,209
akcijamladih,14473604,2015,143,13195,2136,1317
akcijamladih,14473604,2016,188,25351,3254,1928
akcijamladih,14473604,2017,176,7276,1017,622
akcijamladih,14473604,2018,136,6885,2546,916
akcijamladih,14473604,2019,52,1874,370,396
akcijamladih,14473604,2020,117,5516,1231,882
akcijamladih,14473604,2021,9,171,371,94
alderomania,2630089,2015,432,40972,12396,1907
alderomania,2630089,2016,585,107547,39688,10638
alderomania,2630089,2017,690,104183,29150,13604
alderomania,2630089,2018,1170,172774,60299,41921
alderomania,2630089,2019,1078,192704,100515,75884
alderomania,2630089,2020,2753,348527,194512,156555
alliancecentriste,10088735,2010,147,146,0,31
alliancecentriste,10088735,2011,42,101,8,8
alliancecentriste,10088735,2012,2,8,6,9
alliancecentriste,10088735,2016,22,75,30,2
alliancecentriste,10088735,2017,7,73,59,21
alliancecentriste,10088735,2018,47,74,30,2
alliancecentriste,10088735,2019,112,321,173,21
alliancecentriste,10088735,2020,35,62,59,3
alliancecentriste,10088735,2021,1,3,1,0
alliancepartyni,348423,2012,501,1239,388,1485
alliancepartyni,348423,2013,680,3402,965,1069
alliancepartyni,348423,2014,483,6962,924,1114
alliancepartyni,348423,2015,524,10310,1547,1214
alliancepartyni,348423,2016,812,15731,3711,1438
alliancepartyni,348423,2017,779,36818,5151,3756
alliancepartyni,348423,2018,651,16650,2416,3394
alliancepartyni,348423,2019,955,79690,11070,13616
alliancepartyni,348423,2020,1239,46643,10878,7690
alternativdemokrateschreformpartei,519718,2012,66,86,24,4
alternativdemokrateschreformpartei,519718,2013,239,500,217,43
alternativdemokrateschreformpartei,519718,2014,198,592,285,105
alternativdemokrateschreformpartei,519718,2015,215,4948,1899,688
alternativdemokrateschreformpartei,519718,2016,301,5416,2443,1246
alternativdemokrateschreformpartei,519718,2017,397,6554,2634,1061
alternativdemokrateschreformpartei,519718,2018,321,12409,5960,2623
alternativdemokrateschreformpartei,519718,2019,222,20184,14542,5033
alternativdemokrateschreformpartei,519718,2020,523,42177,19053,11415
alternativefuerde,339088,2013,854,868126,237221,155110
alternativefuerde,339088,2014,708,845453,129468,116862
alternativefuerde,339088,2015,692,1093946,215749,201611
alternativefuerde,339088,2016,709,2712362,762001,734489
alternativefuerde,339088,2017,948,2399511,836418,696708
alternativefuerde,339088,2018,1220,2822999,1994935,769309
alternativefuerde,339088,2019,1102,3254070,2428495,1139802
alternativefuerde,339088,2020,1544,6450474,2779076,1645951
alternativet.dk,676322,2013,81,2572,272,275
alternativet.dk,676322,2014,1012,52883,10260,5533
alternativet.dk,676322,2015,1122,546397,85647,39736
alternativet.dk,676322,2016,1185,769788,90934,67784
alternativet.dk,676322,2017,1007,455779,54902,51562
alternativet.dk,676322,2018,611,186221,35543,35497
alternativet.dk,676322,2019,369,142380,22562,26654
alternativet.dk,676322,2020,459,77393,10287,20534
alternattiva,3196730,2012,394,487,82,64
alternattiva,3196730,2013,433,2192,516,174
alternattiva,3196730,2014,344,1245,180,67
alternattiva,3196730,2015,484,5788,1346,470
alternattiva,3196730,2016,551,3121,948,126
alternattiva,3196730,2017,535,9022,1551,939
alternattiva,3196730,2018,496,3557,988,421
alternattiva,3196730,2019,582,10321,2556,1004
alternattiva,3196730,2020,363,4199,737,485
altraeuropacontsipras,888313,2014,812,182412,91316,15168
altraeuropacontsipras,888313,2015,837,137515,55209,7017
altraeuropacontsipras,888313,2016,691,82115,40421,4894
altraeuropacontsipras,888313,2017,700,60513,24282,5597
altraeuropacontsipras,888313,2018,454,48321,21244,3809
altraeuropacontsipras,888313,2019,270,25603,11867,1950
altraeuropacontsipras,888313,2020,146,7311,6273,363
anobudelip,395251,2012,275,5552,2242,2745
anobudelip,395251,2013,637,101094,12822,26283
anobudelip,395251,2014,1809,284098,20699,78567
anobudelip,395251,2015,1616,291131,24376,122412
anobudelip,395251,2016,1090,256308,18926,111858
anobudelip,395251,2017,848,318301,21756,126131
anobudelip,395251,2018,469,91188,8138,46838
anobudelip,395251,2019,87,20929,1174,11474
anobudelip,395251,2020,94,20229,2754,14695
anpairtinaisiunta,3200684,2016,17,107,10,11
anpairtinaisiunta,3200684,2017,228,3501,469,365
anpairtinaisiunta,3200684,2018,235,11127,2843,2375
anpairtinaisiunta,3200684,2019,634,75710,19723,14799
anpairtinaisiunta,3200684,2020,480,47841,9313,7758
anpairtinaisiunta,3200684,2021,427,25277,4304,3216
ant,7743200,2012,190,123,726,6
ant,7743200,2013,588,2490,4190,65
ant,7743200,2014,578,1744,3281,34
ant,7743200,2015,592,4093,5098,50
ant,7743200,2016,452,2213,2640,21
ant,7743200,2017,425,1548,1566,21
ant,7743200,2018,290,880,1020,14
ant,7743200,2019,214,1488,1068,40
ant,7743200,2020,69,230,170,14
ant,7743200,2021,6,22,2,5
arbeiderpartiet,875504,2012,331,45733,3456,6486
arbeiderpartiet,875504,2013,391,156217,10947,12283
arbeiderpartiet,875504,2014,259,167464,7649,8157
arbeiderpartiet,875504,2015,521,247333,21262,17381
arbeiderpartiet,875504,2016,394,233572,23830,22649
arbeiderpartiet,875504,2017,517,408107,43396,57262
arbeiderpartiet,875504,2018,437,186696,22144,29123
arbeiderpartiet,875504,2019,581,339126,33821,51834
arbeiderpartiet,875504,2020,875,354816,31866,56070
articolo1modempro,2640862,2015,220,1622,539,166
articolo1modempro,2640862,2016,589,23305,6728,2072
articolo1modempro,2640862,2017,696,94295,26587,14837
articolo1modempro,2640862,2018,819,48714,22307,11554
articolo1modempro,2640862,2019,1429,86154,43911,13365
articolo1modempro,2640862,2020,1154,84828,46068,6918
articolo1modempro,2640862,2021,203,18078,5368,1630
ataka.pobeda,1640892,2012,128,4551,1775,901
ataka.pobeda,1640892,2013,446,129374,40802,24068
ataka.pobeda,1640892,2014,336,42992,8206,6708
ataka.pobeda,1640892,2015,161,27814,7838,2539
ataka.pobeda,1640892,2016,231,23794,5870,1903
ataka.pobeda,1640892,2017,550,27422,4824,3059
ataka.pobeda,1640892,2018,442,7429,2686,1515
ataka.pobeda,1640892,2019,545,17888,17989,9398
ataka.pobeda,1640892,2020,114,3898,1577,900
attistibai,474577,2015,2,9,0,5
attistibai,474577,2016,28,70,0,0
attistibai,474577,2017,33,152,0,3
attistibai,474577,2018,143,1863,284,103
attistibai,474577,2019,229,3956,594,300
attistibai,474577,2020,924,21966,6141,1610
attistibai.par,7067956,2018,548,20652,5400,4009
attistibai.par,7067956,2019,588,20806,5417,3127
attistibai.par,7067956,2020,1081,34478,5993,5753
b90diegruenen,339052,2012,496,38930,11859,10504
b90diegruenen,339052,2013,863,112222,31495,46259
b90diegruenen,339052,2014,302,114349,81179,24829
b90diegruenen,339052,2015,219,235881,102275,48979
b90diegruenen,339052,2016,272,269695,105790,85616
b90diegruenen,339052,2017,537,379252,161314,140529
b90diegruenen,339052,2018,257,157757,53511,59311
b90diegruenen,339052,2019,341,239429,57142,129135
b90diegruenen,339052,2020,423,351660,80781,179093
bayernpartei,1559856,2009,6,14,0,4
bayernpartei,1559856,2010,134,640,3,338
bayernpartei,1559856,2011,131,1418,166,256
bayernpartei,1559856,2012,144,4947,2265,568
bayernpartei,1559856,2013,99,6823,1709,862
bayernpartei,1559856,2014,102,7475,1463,991
bayernpartei,1559856,2015,221,46790,14895,5394
bayernpartei,1559856,2016,473,102119,50532,11613
bayernpartei,1559856,2017,750,65405,18712,11623
bayernpartei,1559856,2018,441,89968,27995,15105
bayernpartei,1559856,2019,600,150448,71508,38932
bayernpartei,1559856,2020,319,130579,49417,43720
bayernpartei,1559856,2021,99,37186,15220,19228
bdpschweiz,1580421,2011,58,329,45,45
bdpschweiz,1580421,2012,194,496,96,42
bdpschweiz,1580421,2013,491,1683,253,112
bdpschweiz,1580421,2014,471,2149,564,104
bdpschweiz,1580421,2015,428,4850,1383,323
bdpschweiz,1580421,2016,223,2198,618,104
bdpschweiz,1580421,2017,256,1415,523,135
bdpschweiz,1580421,2018,381,5783,1743,456
bdpschweiz,1580421,2019,446,9688,2100,1440
bdpschweiz,1580421,2020,131,1799,306,561
bdpschweiz,1580421,2021,1,4,6,3
bulgariabezcenzurabs,12065168,2014,329,790,59,15
bulgariabezcenzurabs,12065168,2015,4,4,0,1
bulgariansocialistparty,2038644,2017,2883,326661,37187,11891
bulgariansocialistparty,2038644,2018,3343,212233,54277,20143
bulgariansocialistparty,2038644,2019,2833,443580,63324,43157
bulgariansocialistparty,2038644,2020,4277,1204196,207345,126708
casapounditalia,856337,2009,24,637,9,123
casapounditalia,856337,2010,307,8944,47,1357
casapounditalia,856337,2011,292,13833,5236,2055
casapounditalia,856337,2012,432,39675,24093,4014
casapounditalia,856337,2013,875,144286,52091,10790
casapounditalia,856337,2014,819,369036,88868,16442
casapounditalia,856337,2015,1044,1008315,234745,51908
casapounditalia,856337,2016,1073,1068416,304413,79774
casapounditalia,856337,2017,772,800621,252707,73904
casapounditalia,856337,2018,812,1054401,331094,119013
casapounditalia,856337,2019,443,556117,155471,59412
casapounditalia,856337,2020,675,1153585,217360,87027
casapounditalia,856337,2021,40,54058,2963,2487
cdenv,326605,2012,228,2763,886,261
cdenv,326605,2013,336,6108,1547,1313
cdenv,326605,2014,343,14234,2215,2279
cdenv,326605,2015,449,17736,3293,2207
cdenv,326605,2016,371,16419,3371,3005
cdenv,326605,2017,288,19688,4434,4341
cdenv,326605,2018,520,92712,20823,22935
cdenv,326605,2019,291,85736,12854,31804
cdenv,326605,2020,493,151097,21156,55981
cdspp,461798,2015,327,79211,11257,4639
cdspp,461798,2016,437,86208,19903,5376
cdspp,461798,2017,616,48982,10840,4159
cdspp,461798,2018,1194,59241,18722,5906
cdspp,461798,2019,1252,104849,33271,12681
cdspp,461798,2020,549,125869,24280,9611
cdspp,461798,2021,442,62814,10218,5836
cdu,339046,2009,78,521,5,122
cdu,339046,2010,281,5337,6,3265
cdu,339046,2011,515,15173,737,12563
cdu,339046,2012,394,18612,3162,14904
cdu,339046,2013,434,91106,16412,37600
cdu,339046,2014,395,95252,15810,42673
cdu,339046,2015,344,114747,22349,81812
cdu,339046,2016,410,125115,29958,151798
cdu,339046,2017,630,393997,69559,186530
cdu,339046,2018,527,169067,48221,194553
cdu,339046,2019,637,191935,39754,236102
cdu,339046,2020,868,420951,82155,401288
cdu,339046,2021,137,65183,7864,73898
cducsubundestagsfraktion,339047,2009,12,118,0,23
cducsubundestagsfraktion,339047,2010,113,1036,0,213
cducsubundestagsfraktion,339047,2011,231,2011,77,737
cducsubundestagsfraktion,339047,2012,160,1115,295,890
cducsubundestagsfraktion,339047,2013,183,5815,908,2870
cducsubundestagsfraktion,339047,2014,244,17614,2417,5690
cducsubundestagsfraktion,339047,2015,543,54046,9449,21555
cducsubundestagsfraktion,339047,2016,556,56869,13617,29233
cducsubundestagsfraktion,339047,2017,445,56398,14535,28668
cducsubundestagsfraktion,339047,2018,402,27971,8746,36797
cducsubundestagsfraktion,339047,2019,424,26945,8729,25342
cducsubundestagsfraktion,339047,2020,609,62992,13329,35589
cducsubundestagsfraktion,339047,2021,78,3928,732,3287
cdupcppev,7335441,2014,223,7013,3004,86
cdupcppev,7335441,2015,569,78876,34499,2019
cdupcppev,7335441,2017,42,4090,2896,161
cdupcppev,7335441,2018,7,536,662,7
cdupcppev,7335441,2019,1326,103308,73924,4424
cdupcppev,7335441,2020,8,508,115,48
centerpartiet,361418,2012,318,5239,464,888
centerpartiet,361418,2013,457,17482,1502,2020
centerpartiet,361418,2014,512,155442,13743,15298
centerpartiet,361418,2015,525,158443,19416,17258
centerpartiet,361418,2016,431,132804,20981,17984
centerpartiet,361418,2017,458,154019,24122,25125
centerpartiet,361418,2018,444,116877,25521,48604
centerpartiet,361418,2019,486,92401,12485,35851
centerpartiet,361418,2020,730,164559,20076,29338
centristai,8309858,2012,33,17,16,3
centristai,8309858,2013,3,2,1,0
centristai,8309858,2014,3,9,5,4
centristai,8309858,2015,4,17,4,0
centristai,8309858,2016,37,277,76,56
centristai,8309858,2017,72,370,41,49
centristai,8309858,2018,332,4371,1403,598
centristai,8309858,2019,249,8360,1629,1413
centristai,8309858,2020,350,16312,4188,4789
centro.democratico.ita,8616264,2012,6,56,8,1
centro.democratico.ita,8616264,2013,109,910,513,52
centro.democratico.ita,8616264,2014,573,3396,1419,86
centro.democratico.ita,8616264,2015,591,2500,1023,87
centro.democratico.ita,8616264,2016,305,1974,1121,66
centro.democratico.ita,8616264,2017,190,1220,394,65
centro.democratico.ita,8616264,2018,152,1828,525,1281
centro.democratico.ita,8616264,2019,76,1183,515,196
centro.democratico.ita,8616264,2020,95,4108,1624,701
centro.democratico.ita,8616264,2021,92,19507,6208,17693
ceska.piratska.strana,905471,2012,311,24316,6468,4704
ceska.piratska.strana,905471,2013,609,121757,27880,19453
ceska.piratska.strana,905471,2014,767,99344,20347,18282
ceska.piratska.strana,905471,2015,416,64424,15241,10228
ceska.piratska.strana,905471,2016,474,65665,15819,7257
ceska.piratska.strana,905471,2017,743,350018,63940,62562
ceska.piratska.strana,905471,2018,941,440608,62069,97693
ceska.piratska.strana,905471,2019,1006,530658,62914,144256
ceska.piratska.strana,905471,2020,1687,1183348,181018,385733
ceskasuverenita,11096576,2014,422,1594,2124,734
ceskasuverenita,11096576,2015,342,2741,2534,625
ceskasuverenita,11096576,2016,29,96,24,21
ceskasuverenita,11096576,2017,26,41,3,21
ceskasuverenita,11096576,2018,114,569,930,328
ceskasuverenita,11096576,2019,224,1738,4046,988
ceskasuverenita,11096576,2020,30,143,341,20
ceskasuverenita,11096576,2021,40,73,39,10
ceuscoalition,12065158,2019,76,417,141,28
ceuscoalition,12065158,2020,1,1,0,0
christenunie,1552681,2012,382,3969,1847,538
christenunie,1552681,2013,321,10529,2525,1314
christenunie,1552681,2014,197,31119,7221,3313
christenunie,1552681,2015,136,29804,6374,3486
christenunie,1552681,2016,186,35985,6653,3709
christenunie,1552681,2017,100,58055,8409,9168
christenunie,1552681,2018,126,21230,2303,7694
christenunie,1552681,2019,93,30120,3280,8756
christenunie,1552681,2020,172,46609,7813,16009
ciu.cat,472597,2009,321,645,0,210
ciu.cat,472597,2010,895,6025,0,1695
ciu.cat,472597,2011,719,6813,198,1541
ciu.cat,472597,2012,519,5808,1347,1371
ciu.cat,472597,2013,7,494,94,75
ciu.cat,472597,2014,31,11441,1194,1081
ciu.cat,472597,2015,112,81363,12654,5180
cnipgrandest,12065161,2018,147,509,133,16
cnipgrandest,12065161,2019,42,44,17,0
cnipgrandest,12065161,2020,40,59,27,2
coaliciocompromis,303484,2011,649,15128,1926,1794
coaliciocompromis,303484,2012,786,47403,28943,3494
coaliciocompromis,303484,2013,638,69924,27910,2773
coaliciocompromis,303484,2014,745,183657,45530,5864
coaliciocompromis,303484,2015,1279,1117057,280367,52970
coaliciocompromis,303484,2016,1134,541618,231328,40523
coaliciocompromis,303484,2017,834,230150,152856,34956
coaliciocompromis,303484,2018,925,192518,111260,28963
coaliciocompromis,303484,2019,790,207880,76966,36133
coaliciocompromis,303484,2020,552,233793,93863,36593
coaliciocompromis,303484,2021,273,81767,24552,13950
coalicion.canaria,303485,2014,602,10756,3400,368
coalicion.canaria,303485,2015,1157,47517,15507,1418
coalicion.canaria,303485,2016,2398,39940,11766,1304
coalicion.canaria,303485,2017,1040,15370,4530,438
coalicion.canaria,303485,2018,880,22177,10760,1848
coalicion.canaria,303485,2019,1196,45895,20293,3749
coalicion.canaria,303485,2020,602,16394,6118,2100
conservatives,136416,2012,72,8887,982,23044
conservatives,136416,2013,97,29953,3590,70629
conservatives,136416,2014,317,327783,58087,192300
conservatives,136416,2015,436,1246199,236517,391645
conservatives,136416,2016,225,275387,39035,144218
conservatives,136416,2017,602,1245896,525851,814037
conservatives,136416,2018,889,715851,201657,753484
conservatives,136416,2019,1854,3767319,1671787,1804376
conservatives,136416,2020,1948,5140687,765656,1687691
coopparty,1171221,2009,45,109,0,21
coopparty,1171221,2010,172,1240,0,238
coopparty,1171221,2011,285,1970,184,242
coopparty,1171221,2012,240,2099,640,214
coopparty,1171221,2013,96,1115,357,79
coopparty,1171221,2014,71,2036,642,134
coopparty,1171221,2015,203,15336,4620,1005
coopparty,1171221,2016,296,23033,8813,1592
coopparty,1171221,2017,222,16737,5953,1134
coopparty,1171221,2018,211,14485,5341,1528
coopparty,1171221,2019,246,8290,3203,764
coopparty,1171221,2020,274,10906,4200,1058
coopparty,1171221,2021,240,8372,3374,473
cs.ciudadanos,303479,2012,429,26990,4601,4487
cs.ciudadanos,303479,2013,234,39145,7357,5813
cs.ciudadanos,303479,2014,204,240384,35260,21164
cs.ciudadanos,303479,2015,745,2764734,477818,283572
cs.ciudadanos,303479,2016,965,1828115,590265,246891
cs.ciudadanos,303479,2017,986,1589853,690480,217779
cs.ciudadanos,303479,2018,1113,828635,411639,174967
cs.ciudadanos,303479,2019,1268,571495,285488,191415
cs.ciudadanos,303479,2020,2214,1565920,947996,403787
cssdcz,459770,2010,294,1759,2,1844
cssdcz,459770,2011,1068,13993,623,8625
cssdcz,459770,2012,1592,25285,4162,9768
cssdcz,459770,2013,664,40453,15728,16666
cssdcz,459770,2014,239,19500,8799,8979
cssdcz,459770,2015,285,23299,12168,14187
cssdcz,459770,2016,633,35377,26714,32773
cssdcz,459770,2017,673,76606,30747,53020
cssdcz,459770,2018,444,32484,14638,32454
cssdcz,459770,2019,1180,98948,32517,82390
cssdcz,459770,2020,541,54722,18897,41855
cssdcz,459770,2021,66,3824,2234,10299
csu,339070,2012,307,16110,3318,2911
csu,339070,2013,404,57611,10426,8103
csu,339070,2014,415,139702,22393,23772
csu,339070,2015,772,970156,222926,209747
csu,339070,2016,727,1357080,225712,291091
csu,339070,2017,803,1029602,151500,322093
csu,339070,2018,839,584699,116744,242385
csu,339070,2019,995,485077,95518,205544
csu,339070,2020,1827,1529047,329491,678248
csv.lu,2824889,2011,7,25,3,2
csv.lu,2824889,2012,158,221,78,43
csv.lu,2824889,2013,196,4982,827,527
csv.lu,2824889,2014,218,9851,1540,692
csv.lu,2824889,2015,528,7890,2289,684
csv.lu,2824889,2016,550,8131,2261,384
csv.lu,2824889,2017,605,12583,4268,892
csv.lu,2824889,2018,262,12391,3165,1057
csv.lu,2824889,2019,420,27258,8065,2649
csv.lu,2824889,2020,367,24740,10180,4668
csv.lu,2824889,2021,154,7571,2031,1779
cvp.pdc.ppd.pcd,466984,2012,131,1463,104,101
cvp.pdc.ppd.pcd,466984,2013,167,1234,129,82
cvp.pdc.ppd.pcd,466984,2014,509,9711,1029,675
cvp.pdc.ppd.pcd,466984,2015,610,21950,3511,1005
cvp.pdc.ppd.pcd,466984,2016,562,15500,2447,2751
cvp.pdc.ppd.pcd,466984,2017,570,9545,1819,1155
cvp.pdc.ppd.pcd,466984,2018,530,14587,3122,3830
cvp.pdc.ppd.pcd,466984,2019,465,44586,8583,16704
cvp.pdc.ppd.pcd,466984,2020,215,7459,1312,726
d21bulgaria,12041651,2010,9,15,2,0
d21bulgaria,12041651,2011,7,33,3,0
d21bulgaria,12041651,2013,3,48,9,2
d21bulgaria,12041651,2014,266,25089,2976,1213
d21bulgaria,12041651,2015,252,19924,3439,706
d21bulgaria,12041651,2016,232,9948,1961,417
d21bulgaria,12041651,2017,129,5771,1246,447
d21bulgaria,12041651,2018,21,1480,367,45
d21bulgaria,12041651,2019,80,3416,824,86
d21bulgaria,12041651,2020,44,4822,1344,136
d21bulgaria,12041651,2021,12,706,128,68
d66,436592,2009,190,821,0,187
d66,436592,2010,142,3501,0,1068
d66,436592,2011,71,1907,113,335
d66,436592,2012,61,5003,1213,723
d66,436592,2013,8,1031,68,176
d66,436592,2014,41,8807,895,1252
d66,436592,2015,125,31750,4925,5574
d66,436592,2016,283,73381,15973,20628
d66,436592,2017,298,162073,21138,33088
d66,436592,2018,142,28914,6947,24393
d66,436592,2019,91,22759,4694,29779
d66,436592,2020,174,21926,3555,30294
d66,436592,2021,249,58784,5907,57833
dabulgaria.bg,6118094,2016,72,28006,2495,1307
dabulgaria.bg,6118094,2017,569,251620,38938,21333
dabulgaria.bg,6118094,2018,402,77183,16895,8612
dabulgaria.bg,6118094,2019,839,128371,21460,10941
dabulgaria.bg,6118094,2020,1002,1278374,269871,145347
dabulgaria.bg,6118094,2021,899,1316840,319658,136889
danskfolkeparti,387712,2012,55,3281,153,603
danskfolkeparti,387712,2013,169,15815,1117,2450
danskfolkeparti,387712,2014,378,182335,15586,20605
danskfolkeparti,387712,2015,498,707879,112797,74913
danskfolkeparti,387712,2016,350,646703,97159,81243
danskfolkeparti,387712,2017,406,601306,77914,114295
danskfolkeparti,387712,2018,381,487411,198530,136081
danskfolkeparti,387712,2019,570,562424,121042,220037
danskfolkeparti,387712,2020,1098,1322346,337699,353540
darbopartija,426081,2012,156,2268,366,300
darbopartija,426081,2013,200,3881,550,226
darbopartija,426081,2014,264,9717,976,733
darbopartija,426081,2015,311,18782,2544,1761
darbopartija,426081,2016,294,23525,4083,3159
darbopartija,426081,2017,226,11771,2201,579
darbopartija,426081,2018,212,10974,2061,828
darbopartija,426081,2019,233,22582,3171,2335
darbopartija,426081,2020,479,68183,12848,13857
dasanjskasluzba,16511663,2014,233,8599,1842,1775
dasanjskasluzba,16511663,2015,158,2474,838,646
dasanjskasluzba,16511663,2016,143,2563,827,571
dasanjskasluzba,16511663,2017,69,517,325,184
dasanjskasluzba,16511663,2018,10,39,15,23
dasanjskasluzba,16511663,2019,10,15,3,0
dasanjskasluzba,16511663,2020,12,28,7,7
dasanjskasluzba,16511663,2021,1,1,1,1
deigreng,2824880,2012,167,377,343,80
deigreng,2824880,2013,301,7346,1206,1617
deigreng,2824880,2014,301,3592,829,420
deigreng,2824880,2015,165,5133,873,2629
deigreng,2824880,2016,152,2756,626,249
deigreng,2824880,2017,124,8451,2710,1131
deigreng,2824880,2018,224,20643,5241,3368
deigreng,2824880,2019,199,16109,3945,3247
deigreng,2824880,2020,429,27476,6147,5111
democratefederalisteindependant,2030057,2011,271,415,57,78
democratefederalisteindependant,2030057,2012,369,1729,712,195
democratefederalisteindependant,2030057,2013,340,2276,1137,170
democratefederalisteindependant,2030057,2014,361,4171,1850,278
democratefederalisteindependant,2030057,2015,255,7384,2254,1205
democratefederalisteindependant,2030057,2016,472,6653,3068,849
democratefederalisteindependant,2030057,2017,874,12341,4185,1416
democratefederalisteindependant,2030057,2018,1121,30820,12096,3572
democratefederalisteindependant,2030057,2019,547,33782,14078,5080
democratefederalisteindependant,2030057,2020,492,38226,17578,11524
democratefederalisteindependant,2030057,2021,85,3704,1582,1104
democraticunionistparty,348421,2012,90,1925,169,564
democraticunionistparty,348421,2013,97,2383,357,1210
democraticunionistparty,348421,2014,47,1694,553,628
democraticunionistparty,348421,2015,102,6263,1549,1568
democraticunionistparty,348421,2016,127,10171,1890,1658
democraticunionistparty,348421,2017,178,38845,7213,18274
democraticunionistparty,348421,2018,160,14689,3245,7237
democraticunionistparty,348421,2019,246,35693,10651,20756
democraticunionistparty,348421,2020,641,40920,10033,22584
democratienationale,11222680,2012,154,536,288,210
democratienationale,11222680,2014,5,15,11,1
democratienationale,11222680,2015,6,19,2,1
democratienationale,11222680,2016,2,5,1,0
democratienationale,11222680,2017,248,545,628,200
democratienationale,11222680,2018,23,97,30,14
democratienationale,11222680,2019,9,29,18,7
democratienationale,11222680,2020,13,36,16,11
democratienationale,11222680,2021,3,7,3,1
demokracipl,484501,2007,1,0,0,0
demokracipl,484501,2008,2,0,0,0
demokracipl,484501,2009,4,1,0,0
demokracipl,484501,2010,1,0,0,0
demokracipl,484501,2012,187,648,327,341
demokracipl,484501,2013,418,1490,461,233
demokracipl,484501,2014,284,1712,211,69
demokracipl,484501,2015,264,5065,1007,887
demokracipl,484501,2016,458,7660,2938,491
demokracipl,484501,2017,358,2068,238,187
demokracipl,484501,2018,83,407,137,51
demokracipl,484501,2019,66,324,145,79
demokracipl,484501,2020,8,16,4,5
demokracipl,484501,2021,3,5,0,0
demokrateschpartei,471954,2011,56,0,1,0
demokrateschpartei,471954,2012,16,34,11,7
demokrateschpartei,471954,2013,53,838,139,64
demokrateschpartei,471954,2014,148,2301,240,275
demokrateschpartei,471954,2015,364,7460,662,2503
demokrateschpartei,471954,2016,470,8783,944,850
demokrateschpartei,471954,2017,425,11270,1414,774
demokrateschpartei,471954,2018,293,18201,3322,2456
demokrateschpartei,471954,2019,215,15354,1969,1957
demokrateschpartei,471954,2020,104,16748,2612,6262
demokrateschpartei,471954,2021,86,7151,775,2705
demokratickastrana,8603576,2015,21,181,25,18
demokratickastrana,8603576,2016,29,960,497,1175
demokratickastrana,8603576,2017,19,496,176,261
demokratickastrana,8603576,2018,43,281,72,162
demokratickastrana,8603576,2019,345,19906,7550,6282
demokratickastrana,8603576,2020,257,28699,9779,8905
demokratickastrana,8603576,2021,45,6379,2494,1819
demokrscanihds,8375445,2016,87,259,59,5
demokrscanihds,8375445,2017,50,452,69,78
demokrscanihds,8375445,2018,123,1624,209,47
demokrscanihds,8375445,2019,276,3190,1063,78
demokrscanihds,8375445,2020,203,2102,411,52
demokrscanihds,8375445,2021,11,81,11,2
denknl,1553926,2015,475,64612,8959,8295
denknl,1553926,2016,386,310725,50394,86744
denknl,1553926,2017,539,200514,29166,62064
denknl,1553926,2018,513,137350,28621,45979
denknl,1553926,2019,407,193945,38716,86857
denknl,1553926,2020,659,272381,56738,102957
deutscheminderheitinoppeln,2681842,2011,487,982,61,849
deutscheminderheitinoppeln,2681842,2012,384,1165,289,418
deutscheminderheitinoppeln,2681842,2013,336,1381,367,417
deutscheminderheitinoppeln,2681842,2014,272,3283,613,656
deutscheminderheitinoppeln,2681842,2015,513,6489,1386,673
deutscheminderheitinoppeln,2681842,2016,569,5897,1075,614
deutscheminderheitinoppeln,2681842,2017,522,8311,1267,917
deutscheminderheitinoppeln,2681842,2018,383,10506,2458,1292
deutscheminderheitinoppeln,2681842,2019,478,15575,3710,1410
