handle,page_id,year,total_posts,total_likes,total_shares,total_comments
liberalernas,361421,2016,474,101636,23037,18405
liberalernas,361421,2017,477,195642,43601,35280
liberalernas,361421,2018,594,148729,33783,38948
liberalernas,361421,2019,491,85597,14850,34397
liberalernas,361421,2020,765,161956,27435,36994
liberalihsls,459819,2010,1,2,0,0
liberalihsls,459819,2011,164,1507,137,184
liberalihsls,459819,2012,295,1871,213,250
liberalihsls,459819,2013,129,1280,183,71
liberalihsls,459819,2014,124,2595,177,104
liberalihsls,459819,2015,229,7903,526,553
liberalihsls,459819,2016,224,10171,699,910
liberalihsls,459819,2017,320,14865,1032,1581
liberalihsls,459819,2018,242,18328,1787,3146
liberalihsls,459819,2019,521,25132,3891,4532
liberalihsls,459819,2020,517,30509,3735,3197
liberalihsls,459819,2021,70,2100,310,504
liberieuguali2018,2656819,2017,24,10336,4355,1632
liberieuguali2018,2656819,2018,268,116268,55663,28608
liberieuguali2018,2656819,2019,1,67,14,210
lics.lt,2628252,2010,9,44,0,9
lics.lt,2628252,2011,59,179,5,23
lics.lt,2628252,2012,202,765,91,69
lics.lt,2628252,2013,100,339,68,42
lics.lt,2628252,2014,58,209,23,17
lics.lt,2628252,2016,1,0,0,0
lietuvosliaudiespartija,13790546,2016,399,4733,2997,1134
lietuvosliaudiespartija,13790546,2017,280,2698,1160,358
lietuvosliaudiespartija,13790546,2018,206,830,375,181
lietuvosliaudiespartija,13790546,2019,69,135,46,22
lietuvosliaudiespartija,13790546,2020,60,89,12,127
lietuvosliaudiespartija,13790546,2021,11,11,2,1
lietuvossocialdemokratusajunga,16511592,2012,25,14,16,3
lietuvossocialdemokratusajunga,16511592,2013,21,6,5,0
lietuvossocialdemokratusajunga,16511592,2014,3,1,1,0
lietuvoszaliujupartija,7050021,2012,3,6,0,0
lietuvoszaliujupartija,7050021,2013,181,276,137,8
lietuvoszaliujupartija,7050021,2014,284,1923,566,116
lietuvoszaliujupartija,7050021,2015,267,2054,477,95
lietuvoszaliujupartija,7050021,2016,238,5066,1318,363
lietuvoszaliujupartija,7050021,2017,195,6042,797,476
lietuvoszaliujupartija,7050021,2018,136,4034,1208,562
lietuvoszaliujupartija,7050021,2019,194,7010,1405,706
lietuvoszaliujupartija,7050021,2020,276,15177,3016,3332
linkspartei,339050,2012,522,28109,7778,6087
linkspartei,339050,2013,600,201865,53879,27580
linkspartei,339050,2014,421,235926,34614,29483
linkspartei,339050,2015,417,281532,52631,46692
linkspartei,339050,2016,382,289724,74285,54157
linkspartei,339050,2017,438,684738,201572,135725
linkspartei,339050,2018,416,388677,176713,116415
linkspartei,339050,2019,417,343372,108081,107013
linkspartei,339050,2020,741,701707,202637,210228
listefritz,9457998,2018,60,1614,442,345
listefritz,9457998,2019,211,5437,2165,1913
listefritz,9457998,2020,115,3581,1193,1474
listefritz,9457998,2021,26,740,263,406
livreoficialpt,8103269,2013,141,4156,929,532
livreoficialpt,8103269,2014,493,26241,5973,1598
livreoficialpt,8103269,2015,433,21672,3447,1191
livreoficialpt,8103269,2016,249,12793,3152,527
livreoficialpt,8103269,2017,219,13806,2357,815
livreoficialpt,8103269,2018,305,11164,7729,4205
livreoficialpt,8103269,2019,782,78024,29357,19006
livreoficialpt,8103269,2020,641,39633,6460,9784
lsap.lu,2824879,2012,120,341,42,58
lsap.lu,2824879,2013,177,858,111,45
lsap.lu,2824879,2014,197,1669,253,148
lsap.lu,2824879,2015,356,2387,611,689
lsap.lu,2824879,2016,557,3838,1767,223
lsap.lu,2824879,2017,579,8460,2053,617
lsap.lu,2824879,2018,596,16975,4938,2493
lsap.lu,2824879,2019,313,13180,2862,1385
lsap.lu,2824879,2020,556,33266,7764,3507
lsddpartija,13384871,2018,252,4319,910,106
lsddpartija,13384871,2019,421,8949,2695,322
lsddpartija,13384871,2020,437,10977,2727,1462
lsddpartija,13384871,2021,44,1111,317,24
lsdsp,2831520,2015,2,2,1,1
lsdsp,2831520,2016,4,4,2,0
lsdsp,2831520,2017,289,802,685,196
lsdsp,2831520,2018,180,477,296,835
lsdsp,2831520,2019,33,116,50,30
lsdsp,2831520,2020,21,57,34,9
lsnsbb,2655728,2015,24,122,14,16
lsnsbb,2655728,2016,125,1065,164,78
lsnsbb,2655728,2017,197,3903,1143,291
lsnsbb,2655728,2018,216,4747,2174,939
lsnsbb,2655728,2019,148,9304,2755,1301
lsnsbb,2655728,2020,142,9339,1980,1699
ltsarasas,8402621,2015,240,1946,882,352
ltsarasas,8402621,2016,309,7831,2817,1417
ltsarasas,8402621,2017,199,4013,1826,905
ltsarasas,8402621,2018,125,7816,4362,1298
ltsarasas,8402621,2019,79,2739,730,458
ltsarasas,8402621,2020,117,4125,1121,859
ltsarasas,8402621,2021,37,922,314,212
lutteouvriere1,640529,2012,2735,56,0,12
lutteouvriere1,640529,2013,1306,452,84,63
lutteouvriere1,640529,2015,191,1592,529,77
lutteouvriere1,640529,2016,1349,12860,9665,626
lutteouvriere1,640529,2017,1253,16709,16408,1647
lutteouvriere1,640529,2018,1232,20588,19748,1768
lutteouvriere1,640529,2019,1347,32359,37959,2562
lutteouvriere1,640529,2020,1976,36341,39431,2873
lzsropazi,2831409,2017,7,21,92,14
m.munkaspart,2856705,2013,402,2224,19296,386
m.munkaspart,2856705,2014,573,27153,52444,4627
m.munkaspart,2856705,2015,592,31587,44828,5752
m.munkaspart,2856705,2016,593,26099,45587,4873
m.munkaspart,2856705,2017,645,46845,52410,20399
m.munkaspart,2856705,2018,1022,48918,79125,24366
m.munkaspart,2856705,2019,895,26587,35826,11099
m.munkaspart,2856705,2020,1797,68787,68576,34393
mera25.gr,7714778,2018,563,33465,6369,1324
mera25.gr,7714778,2019,910,183657,34193,11073
mera25.gr,7714778,2020,1025,193687,35884,10164
mera25.gr,7714778,2021,787,157308,21834,7663
metopo,7317493,2011,497,8233,1664,1512
metopo,7317493,2012,2,78,86,12
metopo,7317493,2013,5,169,80,0
metopo,7317493,2014,19,424,236,25
metopo,7317493,2015,247,17931,12244,653
metopo,7317493,2016,949,22832,12281,774
metopo,7317493,2017,656,13860,6375,237
metopo,7317493,2019,1035,41013,16114,1843
metopo,7317493,2020,1493,86676,31253,3351
metopo,7317493,2021,112,8170,2143,213
mihazank,6105716,2018,297,68172,13878,10409
mihazank,6105716,2019,656,191117,39637,23850
mihazank,6105716,2020,482,207066,44460,26016
miljopartiet,129214,2012,210,19132,1579,2219
miljopartiet,129214,2013,298,42139,3134,3963
miljopartiet,129214,2014,80,99060,9226,8161
miljopartiet,129214,2015,92,56407,5538,12347
miljopartiet,129214,2016,164,35562,6282,14618
miljopartiet,129214,2017,218,42995,7308,14051
miljopartiet,129214,2018,477,157883,26790,46377
miljopartiet,129214,2019,463,121564,12988,37108
miljopartiet,129214,2020,660,171855,19532,63545
miljopartietdegronne,358461,2012,314,8047,1309,740
miljopartietdegronne,358461,2013,376,33538,5921,2173
miljopartietdegronne,358461,2014,382,37357,3627,2429
miljopartietdegronne,358461,2015,494,150717,17569,10186
miljopartietdegronne,358461,2016,492,71170,13917,9792
miljopartietdegronne,358461,2017,400,226470,33089,38398
miljopartietdegronne,358461,2018,255,87124,10317,18161
miljopartietdegronne,358461,2019,255,129499,12488,30277
miljopartietdegronne,358461,2020,220,101424,6356,42925
mkp.smk,6298462,2012,283,6334,689,763
mkp.smk,6298462,2013,423,9659,1275,497
mkp.smk,6298462,2014,372,9905,879,450
mkp.smk,6298462,2015,511,16187,2481,756
mkp.smk,6298462,2016,603,25639,4405,1643
mkp.smk,6298462,2017,548,16532,3234,814
mkp.smk,6298462,2018,482,13125,2820,987
mkp.smk,6298462,2019,490,14080,4390,2562
mkp.smk,6298462,2020,1407,116136,27471,12130
moderaterna,352146,2012,407,17866,1554,1654
moderaterna,352146,2013,53,7602,583,1354
moderaterna,352146,2014,260,244612,15846,43363
moderaterna,352146,2015,459,279021,16593,56700
moderaterna,352146,2016,930,422934,52916,65653
moderaterna,352146,2017,520,245522,21644,58861
moderaterna,352146,2018,680,883472,113055,192148
moderaterna,352146,2019,521,614269,72668,77073
moderaterna,352146,2020,816,1643877,157380,139240
momentum.mozgalom,2045237,2016,1,52,1,1
momentum.mozgalom,2045237,2017,1934,675927,71768,84088
momentum.mozgalom,2045237,2018,923,390658,68464,37572
momentum.mozgalom,2045237,2019,918,391069,55360,45174
momentum.mozgalom,2045237,2020,1134,438874,62841,85912
momentum.mozgalom,2045237,2021,1217,360997,78662,87702
mosthid,2168423,2012,546,5507,1054,216
mosthid,2168423,2013,615,7332,1943,277
mosthid,2168423,2014,780,12588,2730,652
mosthid,2168423,2015,429,11274,1507,788
mosthid,2168423,2016,363,17763,2799,7687
mosthid,2168423,2017,628,19031,2820,5955
mosthid,2168423,2018,681,21469,3587,7659
mosthid,2168423,2019,846,31762,5536,5872
mosthid,2168423,2020,806,55106,6463,8699
mostnezavisnihlista,6108286,2012,10,347,25,9
mostnezavisnihlista,6108286,2013,164,12200,766,641
mostnezavisnihlista,6108286,2014,73,7340,785,374
mostnezavisnihlista,6108286,2015,277,138327,8934,40227
mostnezavisnihlista,6108286,2016,481,139864,7822,29114
mostnezavisnihlista,6108286,2017,433,205074,9759,22433
mostnezavisnihlista,6108286,2018,550,106550,14595,12413
mostnezavisnihlista,6108286,2019,800,190500,19539,22492
mostnezavisnihlista,6108286,2020,504,244083,25527,35228
mouvementdemocrate,519719,2009,100,509,0,170
mouvementdemocrate,519719,2010,622,3122,0,412
mouvementdemocrate,519719,2011,814,9416,877,1062
mouvementdemocrate,519719,2012,795,22033,7158,2498
mouvementdemocrate,519719,2013,1427,42781,15410,3536
mouvementdemocrate,519719,2014,360,11975,4927,1265
mouvementdemocrate,519719,2015,264,13285,5104,1478
mouvementdemocrate,519719,2016,348,14726,6841,1872
mouvementdemocrate,519719,2017,404,13269,3530,2141
mouvementdemocrate,519719,2018,626,13714,5504,1824
mouvementdemocrate,519719,2019,423,13882,5447,1265
mouvementdemocrate,519719,2020,1238,41801,17563,8861
mouvementdemocrate,519719,2021,47,2485,1253,282
mouvementrepublicainetcitoyen,519709,2012,84,260,151,11
mouvementrepublicainetcitoyen,519709,2013,154,1225,654,89
mouvementrepublicainetcitoyen,519709,2014,146,2364,1457,157
mouvementrepublicainetcitoyen,519709,2015,220,3802,1907,166
mouvementrepublicainetcitoyen,519709,2016,113,1561,806,54
mouvementrepublicainetcitoyen,519709,2017,52,450,265,95
mouvementrepublicainetcitoyen,519709,2018,109,1425,722,124
mouvementrepublicainetcitoyen,519709,2019,73,888,429,61
mouvementrepublicainetcitoyen,519709,2020,38,182,43,12
mouvementrepublicainetcitoyen,519709,2021,6,24,19,4
movimento5stelle,374785,2009,11,1920,29,329
movimento5stelle,374785,2010,150,28661,121,4046
movimento5stelle,374785,2011,351,69078,6074,9563
movimento5stelle,374785,2012,994,204328,79177,25036
movimento5stelle,374785,2013,3719,1049338,351892,200790
movimento5stelle,374785,2014,2650,615271,170114,61380
movimento5stelle,374785,2015,2959,2537812,728273,175195
movimento5stelle,374785,2016,3712,6132936,5490017,1141020
movimento5stelle,374785,2017,3605,4616990,3364877,1001981
movimento5stelle,374785,2018,4926,10088254,6086089,1803919
movimento5stelle,374785,2019,5452,12390684,10255534,3748686
movimento5stelle,374785,2020,8752,12607983,5500389,5170046
movimento5stelle,374785,2021,1348,2566285,686953,821683
mozemo.hr,12065175,2019,350,65837,6226,5415
mozemo.hr,12065175,2020,1254,777940,63764,68145
mrbe,326611,2012,505,4673,1959,555
mrbe,326611,2013,719,9587,3353,983
mrbe,326611,2014,690,100081,19275,11175
mrbe,326611,2015,952,94701,17109,18321
mrbe,326611,2016,789,67212,26115,18045
mrbe,326611,2017,567,41982,14336,13945
mrbe,326611,2018,327,24055,8332,12939
mrbe,326611,2019,500,61542,22886,31274
mrbe,326611,2020,642,103508,28063,51138
mszpfb,388504,2012,738,94235,33499,11726
mszpfb,388504,2013,914,438875,166399,49625
mszpfb,388504,2014,932,781761,218708,73175
mszpfb,388504,2015,1092,759711,172770,58230
mszpfb,388504,2016,1241,647604,214118,51684
mszpfb,388504,2017,1513,664274,308950,77659
mszpfb,388504,2018,1506,477118,356657,116773
mszpfb,388504,2019,1751,390809,227064,80997
mszpfb,388504,2020,3552,1330397,609667,167003
mysme99percent,8990804,2011,72,7564,1066,4372
mysme99percent,8990804,2012,434,19801,3187,9361
mysme99percent,8990804,2013,99,3156,1238,722
mysme99percent,8990804,2014,43,894,456,265
mysme99percent,8990804,2015,5,48,25,11
mysme99percent,8990804,2019,30,96,43,48
mysme99percent,8990804,2020,287,3779,1808,3012
mysme99percent,8990804,2021,129,1683,754,1598
nacionalaapvieniba,2831425,2011,1,2,0,0
nacionalaapvieniba,2831425,2012,723,1448,2294,220
nacionalaapvieniba,2831425,2013,896,8027,5623,751
nacionalaapvieniba,2831425,2014,932,30792,9883,1739
nacionalaapvieniba,2831425,2015,1061,59669,26388,3802
nacionalaapvieniba,2831425,2016,1114,54149,24942,3411
nacionalaapvieniba,2831425,2017,1210,98515,37767,8954
nacionalaapvieniba,2831425,2018,1414,109136,62193,15251
nacionalaapvieniba,2831425,2019,843,70905,30488,7696
nacionalaapvieniba,2831425,2020,735,47070,12202,4924
nacionalaapvieniba,2831425,2021,66,5788,2651,2209
narod.a.spravodlivost,8553456,2011,12,208,45,220
narod.a.spravodlivost,8553456,2012,223,3685,1149,1630
narod.a.spravodlivost,8553456,2013,219,2908,1455,1367
narod.a.spravodlivost,8553456,2014,109,1378,830,604
narod.a.spravodlivost,8553456,2015,56,867,596,206
narod.a.spravodlivost,8553456,2016,29,285,134,130
narod.a.spravodlivost,8553456,2017,13,103,71,56
narod.a.spravodlivost,8553456,2018,4,28,5,13
narod.a.spravodlivost,8553456,2019,1,186,127,100
narod.a.spravodlivost,8553456,2020,2,3,0,6
narodna.stranka.reformisti,11959495,2014,36,555,170,5
narodna.stranka.reformisti,11959495,2015,425,8488,1758,158
narodna.stranka.reformisti,11959495,2016,550,5997,1096,50
narodna.stranka.reformisti,11959495,2017,563,4717,503,74
narodna.stranka.reformisti,11959495,2018,327,4174,420,37
narodna.stranka.reformisti,11959495,2019,359,6107,762,98
narodna.stranka.reformisti,11959495,2020,567,8459,815,128
narodna.stranka.reformisti,11959495,2021,586,6251,448,37
narodnakoalicija,11959496,2016,221,25566,4433,1346
narodnakoalicija,11959496,2020,6,15,3,0
narodnidemokracie,2181005,2014,690,6752,2527,2211
narodnidemokracie,2181005,2015,1145,53321,168892,9193
narodnidemokracie,2181005,2016,986,34278,43991,9501
narodnidemokracie,2181005,2017,1233,21861,16792,5170
narodnidemokracie,2181005,2018,1422,50561,109106,15528
narodnidemokracie,2181005,2019,1114,50428,79956,18074
narodnidemokracie,2181005,2020,1063,66365,62266,17249
narodnidemokracie,2181005,2021,88,8368,8105,2920
neadhmokratia,385960,2012,527,53029,10313,8861
neadhmokratia,385960,2013,309,39096,7371,4391
neadhmokratia,385960,2014,234,71875,5923,8039
neadhmokratia,385960,2015,608,407844,25926,34127
neadhmokratia,385960,2016,408,218928,29918,11760
neadhmokratia,385960,2017,311,100871,23653,11371
neadhmokratia,385960,2018,342,118503,25949,15557
neadhmokratia,385960,2019,268,192543,29127,21469
neadhmokratia,385960,2020,310,190507,15643,24363
neosdasneueoesterreich,392511,2012,81,1358,186,185
neosdasneueoesterreich,392511,2013,502,50062,3547,4815
neosdasneueoesterreich,392511,2014,353,27356,2029,5103
neosdasneueoesterreich,392511,2015,413,41956,4441,8836
neosdasneueoesterreich,392511,2016,722,63351,9442,13026
neosdasneueoesterreich,392511,2017,847,94321,12447,31345
neosdasneueoesterreich,392511,2018,582,101509,20111,27131
neosdasneueoesterreich,392511,2019,1066,168477,21410,50106
neosdasneueoesterreich,392511,2020,1728,229509,55896,60438
nhrvatsku,6108288,2017,35,3128,597,213
nhrvatsku,6108288,2018,94,19332,3702,1603
nhrvatsku,6108288,2019,263,81951,14251,9108
nhrvatsku,6108288,2020,61,15173,10080,3125
nieuwvlaamsealliantie,334312,2012,207,6736,1443,1265
nieuwvlaamsealliantie,334312,2013,307,17040,3996,4192
nieuwvlaamsealliantie,334312,2014,507,219090,32045,53877
nieuwvlaamsealliantie,334312,2015,342,148982,19308,63318
nieuwvlaamsealliantie,334312,2016,346,171192,48291,65888
nieuwvlaamsealliantie,334312,2017,394,334003,44356,114698
nieuwvlaamsealliantie,334312,2018,386,414872,75376,166094
nieuwvlaamsealliantie,334312,2019,406,575194,95872,229761
nieuwvlaamsealliantie,334312,2020,721,1514783,199995,451975
noiconlitaliaofficial,2868177,2017,18,1333,74,123
noiconlitaliaofficial,2868177,2018,69,6646,388,568
norgeskommunistiskeparti,11959465,2016,66,876,359,43
norgeskommunistiskeparti,11959465,2017,39,921,124,267
norgeskommunistiskeparti,11959465,2018,52,2020,469,216
norgeskommunistiskeparti,11959465,2019,146,7223,1071,450
norgeskommunistiskeparti,11959465,2020,150,5631,1235,367
norgeskommunistiskeparti,11959465,2021,81,3330,856,191
noscidadaos,8061907,2014,166,7521,4794,831
noscidadaos,8061907,2015,351,144007,129324,21167
noscidadaos,8061907,2016,382,20195,37153,2833
noscidadaos,8061907,2017,436,64350,16384,8669
noscidadaos,8061907,2018,231,9496,12099,2913
noscidadaos,8061907,2019,775,53881,42898,16637
noscidadaos,8061907,2020,62,3200,868,923
noscidadaos,8061907,2021,148,3319,1203,864
nosirdslatvijairiga,2831489,2017,113,624,208,134
nosirdslatvijairiga,2831489,2018,36,104,66,8
novaljevica.hr,12065179,2016,10,450,53,50
novaljevica.hr,12065179,2017,330,15025,1893,1081
novaljevica.hr,12065179,2018,241,11377,1434,1039
novaljevica.hr,12065179,2019,358,31584,3692,4014
novaljevica.hr,12065179,2020,414,45506,2401,2108
novaslovenija,1118010,2012,429,2183,173,214
novaslovenija,1118010,2013,578,5162,898,830
novaslovenija,1118010,2014,288,4111,668,487
novaslovenija,1118010,2015,680,12349,2007,858
novaslovenija,1118010,2016,964,25357,3006,1824
novaslovenija,1118010,2017,972,35862,5130,2313
novaslovenija,1118010,2018,734,41292,7328,4501
novaslovenija,1118010,2019,790,38853,8258,5289
novaslovenija,1118010,2020,1180,138690,15091,26273
novavacsina,2559239,2012,123,3393,459,567
novavacsina,2559239,2013,249,13416,3474,2643
novavacsina,2559239,2014,184,14822,3956,3046
novavacsina,2559239,2015,141,14354,3940,5172
novavacsina,2559239,2016,134,12143,2704,2527
novavacsina,2559239,2017,75,1872,279,212
novavacsina,2559239,2018,68,1374,305,236
novavacsina,2559239,2019,15,264,60,21
novavacsina,2559239,2020,65,2633,291,781
novavacsina,2559239,2021,35,1352,124,587
nowaalewica,3391086,2011,352,3487,272,1541
nowaalewica,3391086,2012,399,11981,2211,2263
nowaalewica,3391086,2013,169,3532,875,524
nowaalewica,3391086,2014,5,675,322,259
nowaalewica,3391086,2015,443,51572,10872,8708
nowaalewica,3391086,2016,569,42643,14011,4489
nowaalewica,3391086,2017,588,162579,48103,10321
nowaalewica,3391086,2018,1671,198866,107675,25417
nowaalewica,3391086,2019,1638,426265,130803,65456
nowaalewica,3391086,2020,665,556172,204995,121941
nowaalewica,3391086,2021,309,198583,48852,68803
nowepsl,427544,2012,353,2664,800,595
nowepsl,427544,2013,142,737,240,429
nowepsl,427544,2014,734,2949,772,1203
nowepsl,427544,2015,2399,16772,6632,2662
nowepsl,427544,2016,558,20705,9746,2350
nowepsl,427544,2017,539,31916,14828,6791
nowepsl,427544,2018,533,76908,153464,16627
nowepsl,427544,2019,362,69037,82126,14210
nowepsl,427544,2020,414,81160,70600,16735
nowoczesna.oficjalnie,410426,2015,675,274360,36300,47297
nowoczesna.oficjalnie,410426,2016,366,185764,30489,43255
nowoczesna.oficjalnie,410426,2017,700,165021,44018,34816
nowoczesna.oficjalnie,410426,2018,615,75610,47657,32722
nowoczesna.oficjalnie,410426,2019,473,58497,26510,14838
nowoczesna.oficjalnie,410426,2020,518,115296,87680,32111
npa2009,640530,2012,12,168,54,53
npa2009,640530,2013,316,1930,873,156
npa2009,640530,2014,943,6958,2685,836
npa2009,640530,2015,1834,22632,10596,1286
npa2009,640530,2016,2391,29849,13204,2741
npa2009,640530,2017,2105,36903,16933,4352
npa2009,640530,2018,1444,45056,74115,6663
npa2009,640530,2019,1158,45978,43329,5573
npa2009,640530,2020,2219,70860,38681,6490
npd.de,339073,1969,1,0,0,2
npd.de,339073,2012,1646,84674,18270,30201
npd.de,339073,2013,1562,178848,30377,34274
npd.de,339073,2014,1662,513882,90897,95354
npd.de,339073,2015,1774,1008058,358967,214039
npd.de,339073,2016,1812,974053,333294,158619
npd.de,339073,2017,1739,428575,179379,89742
npd.de,339073,2018,1374,218578,162251,54038
npd.de,339073,2019,935,142600,65408,24391
npd.de,339073,2020,1139,198248,90493,38557
nyeborgerlige,2596952,2015,62,4258,1003,632
nyeborgerlige,2596952,2016,276,120290,15995,24898
nyeborgerlige,2596952,2017,237,129913,18822,24008
nyeborgerlige,2596952,2018,156,102102,15701,18466
nyeborgerlige,2596952,2019,315,358931,45758,61163
nyeborgerlige,2596952,2020,470,1133492,179502,162881
obcianska.konzervativna.strana,12045709,2009,4,9,0,1
obcianska.konzervativna.strana,12045709,2010,132,1276,0,176
obcianska.konzervativna.strana,12045709,2011,358,2148,105,395
obcianska.konzervativna.strana,12045709,2012,315,2669,836,454
obcianska.konzervativna.strana,12045709,2013,111,647,376,79
obcianska.konzervativna.strana,12045709,2014,58,638,447,52
obcianska.konzervativna.strana,12045709,2015,63,582,116,38
obcianska.konzervativna.strana,12045709,2016,244,3646,1152,976
obcianska.konzervativna.strana,12045709,2017,184,3399,1153,1306
obcianska.konzervativna.strana,12045709,2018,103,2397,858,775
obcianska.konzervativna.strana,12045709,2019,118,3783,836,545
obcianska.konzervativna.strana,12045709,2020,131,3219,500,203
obcianska.konzervativna.strana,12045709,2021,25,497,88,25
obedinenipatrioti,5563424,2016,32,708,86,38
obedinenipatrioti,5563424,2017,513,12040,2292,759
obedinenipatrioti,5563424,2018,27,688,431,108
obloque,303494,2010,14,92,0,3
obloque,303494,2011,132,1349,322,64
obloque,303494,2012,730,11446,5290,334
obloque,303494,2013,1257,23761,8605,431
obloque,303494,2014,1307,54096,20957,831
obloque,303494,2015,1378,100400,55955,2073
obloque,303494,2016,1534,117954,98701,3145
obloque,303494,2017,1726,139216,113608,8729
obloque,303494,2018,1621,102487,84991,4992
obloque,303494,2019,2003,183914,119391,10340
obloque,303494,2020,2299,380067,180653,36680
obloque,303494,2021,1100,147464,74268,18469
obycajni.ludia.a.nezavisle.osobnosti,2168418,2012,407,6022,938,2394
obycajni.ludia.a.nezavisle.osobnosti,2168418,2013,359,9763,2792,2991
obycajni.ludia.a.nezavisle.osobnosti,2168418,2014,249,10706,2663,3098
obycajni.ludia.a.nezavisle.osobnosti,2168418,2015,349,46006,16677,10741
obycajni.ludia.a.nezavisle.osobnosti,2168418,2016,1232,388978,104514,99389
obycajni.ludia.a.nezavisle.osobnosti,2168418,2017,1744,838037,324582,210202
obycajni.ludia.a.nezavisle.osobnosti,2168418,2018,1530,475955,161102,185673
obycajni.ludia.a.nezavisle.osobnosti,2168418,2019,1425,824998,258966,241368
obycajni.ludia.a.nezavisle.osobnosti,2168418,2020,3194,3797047,543022,1356406
ods.cz,398263,2012,94,2227,356,1718
ods.cz,398263,2013,164,9875,1923,5769
ods.cz,398263,2014,349,36024,4741,9896
ods.cz,398263,2015,1029,124636,21314,29766
ods.cz,398263,2016,1388,203529,40630,50427
ods.cz,398263,2017,1215,380052,50465,170013
ods.cz,398263,2018,1270,344153,50488,172571
ods.cz,398263,2019,1392,331016,59784,166240
ods.cz,398263,2020,2755,960182,109303,265340
oedp.de,519733,2009,2,3,0,2
oedp.de,519733,2010,90,297,0,46
oedp.de,519733,2011,199,825,40,165
oedp.de,519733,2012,209,1077,438,329
oedp.de,519733,2013,350,3959,1374,817
oedp.de,519733,2014,879,9639,2982,1531
oedp.de,519733,2015,800,12558,3818,1389
oedp.de,519733,2016,485,8603,3142,1626
oedp.de,519733,2017,490,14139,4436,2147
oedp.de,519733,2018,483,14358,5781,1830
oedp.de,519733,2019,494,35076,11483,4459
oedp.de,519733,2020,477,27823,9345,3456
oedp.de,519733,2021,247,10344,4376,1588
officialanexartitoiellines,1439616,2012,1675,44750,13237,3085
officialanexartitoiellines,1439616,2013,1637,20142,3290,771
officialanexartitoiellines,1439616,2014,1293,16667,2229,468
officialanexartitoiellines,1439616,2015,762,26517,4176,2490
officialanexartitoiellines,1439616,2016,932,22980,6329,881
officialanexartitoiellines,1439616,2017,1124,25851,3899,853
officialanexartitoiellines,1439616,2018,748,23070,5132,3018
officialanexartitoiellines,1439616,2019,381,26885,7459,4897
officialanexartitoiellines,1439616,2020,36,7164,1962,3338
oikologoi.prasinoi,7049854,2012,472,11309,3166,1164
oikologoi.prasinoi,7049854,2013,577,5049,2233,181
oikologoi.prasinoi,7049854,2014,502,4140,1478,211
oikologoi.prasinoi,7049854,2015,473,6106,1431,270
oikologoi.prasinoi,7049854,2016,240,1606,708,224
oikologoi.prasinoi,7049854,2017,231,1589,532,212
oikologoi.prasinoi,7049854,2018,319,3391,1016,211
oikologoi.prasinoi,7049854,2019,636,6728,6111,435
oikologoi.prasinoi,7049854,2020,681,20465,4503,1132
openvld,326610,2012,204,4276,1107,657
openvld,326610,2013,359,8299,1858,1350
openvld,326610,2014,194,19057,2577,1502
openvld,326610,2015,352,18963,2755,2849
openvld,326610,2016,473,24490,4488,4470
openvld,326610,2017,727,54960,22079,21664
openvld,326610,2018,451,95112,23615,44329
openvld,326610,2019,629,174780,19827,147436
openvld,326610,2020,1040,436426,50329,335841
orah.hr,7050145,2013,77,4772,298,292
orah.hr,7050145,2014,480,53373,5833,3724
orah.hr,7050145,2015,477,21656,4814,1344
orah.hr,7050145,2016,204,4794,856,305
orah.hr,7050145,2017,81,862,189,58
orah.hr,7050145,2018,7,50,15,1
orah.hr,7050145,2019,128,2410,408,177
orah.hr,7050145,2020,98,1766,165,80
orah.hr,7050145,2021,32,446,31,16
organotikolaos,11959524,2016,109,499,74,8
organotikolaos,11959524,2017,360,2849,600,73
organotikolaos,11959524,2018,585,10967,1475,486
organotikolaos,11959524,2019,253,10172,1219,495
organotikolaos,11959524,2020,337,9103,1525,366
osszefogas.spolupatricnost,8346372,2019,238,27897,3548,5566
osszefogas.spolupatricnost,8346372,2020,968,97142,19041,13260
pametno.org,11908257,2013,484,22649,1990,2121
pametno.org,11908257,2014,574,19652,1725,2106
pametno.org,11908257,2015,563,25365,2503,1872
pametno.org,11908257,2016,565,64403,5866,5229
pametno.org,11908257,2017,406,29998,2019,2388
pametno.org,11908257,2018,319,18351,1605,2484
pametno.org,11908257,2019,308,19969,1500,2612
pametno.org,11908257,2020,248,23968,1310,2780
panpartido,869952,2015,665,223079,53989,19763
panpartido,869952,2016,1361,463640,171273,41059
panpartido,869952,2017,1341,391625,115907,45553
panpartido,869952,2018,1118,266236,126559,46194
panpartido,869952,2019,1417,416646,122429,83141
panpartido,869952,2020,2409,532888,165200,127681
parbeszedmagyarorszagert,390707,2012,6,113,20,29
parbeszedmagyarorszagert,390707,2013,427,71506,30137,7553
parbeszedmagyarorszagert,390707,2014,251,128363,39055,11779
parbeszedmagyarorszagert,390707,2015,669,404989,158602,46940
parbeszedmagyarorszagert,390707,2016,750,348889,122078,37398
parbeszedmagyarorszagert,390707,2017,975,292049,100035,31919
parbeszedmagyarorszagert,390707,2018,1322,289192,137038,35475
parbeszedmagyarorszagert,390707,2019,1739,342343,111464,57878
parbeszedmagyarorszagert,390707,2020,2005,729304,231621,135612
parbeszedmagyarorszagert,390707,2021,300,103896,39066,25143
parteifirintegraldemokratie,16511620,2015,372,1345,1286,233
